timestamp,open,high,low,close,volume,sma5,sma10,sma20,sma60,sma120,rsi14,macd,macd_signal,macd_hist,bb_mid,bb_upper,bb_lower,bb_width,bb_percent_b,atr14,prev20_high,prev20_low,prev60_high,prev60_low,return_1,return_5,return_20,return_60
2014-09-05,17097.419921875,17161.55078125,17009.0703125,17137.359375,272340000.0,,,,,,,,,,,,,,,,,,,,,,,
2014-09-12,17131.7109375,17137.880859375,16937.669921875,16987.509765625,357920000.0,,,,,,,,,,,,,,,,,,,,-0.008744031451753287,,,
2014-09-19,16988.759765625,17350.640625,16951.380859375,17279.740234375,667670000.0,,,,,,,,,,,,,,,,,,,,0.01720266671112336,,,
2014-09-26,17271.7109375,17277.880859375,16945.80078125,17113.150390625,400110000.0,,,,,,,,,,,,,,,,,,,,-0.009640760884738198,,,
2014-10-03,17107.689453125,17145.099609375,16674.0390625,17009.689453125,440180000.0,17105.48984375,,,,,,,,,,,,,,,,,,,-0.0060456979070714345,,,
2014-10-10,17010.33984375,17099.390625,16543.91015625,16544.099609375,1071380000.0,16986.837890625,,,,,,,,,,,,,,,,,,,-0.02737203668726962,-0.0346179217371404,,
2014-10-17,16535.4296875,16602.41015625,15855.1201171875,16380.41015625,648200000.0,16865.41796875,,,,,,,,,,,,,,,,,,,-0.009894128842904415,-0.035737999138843346,,
2014-10-24,16373.150390625,16811.7109375,16260.5400390625,16805.41015625,481300000.0,16770.551953125,,,,,,,,,,,,,,,,,,,0.02594562626613106,-0.02745006994847088,,
2014-10-31,16796.099609375,17395.5390625,16729.830078125,17390.51953125,434690000.0,16826.02578125,,,,,,,,,,,,,,,,,,,0.034816726849263846,0.016207953199368186,,
2014-11-07,17390.900390625,17575.330078125,17278.359375,17573.9296875,390980000.0,16938.873828125,17022.1818359375,,,,,,,,,,,,,,,,,,0.010546559918489962,0.03317169522288599,,
2014-11-14,17568.98046875,17705.48046875,17536.169921875,17634.740234375,353680000.0,17157.001953125,17071.919921875,,,,,,,,,,,,,,,,,,0.0034602702956216813,0.06592323854130866,,
2014-11-21,17631.849609375,17894.830078125,17603.890625,17810.060546875,450210000.0,17442.93203125,17154.175,,,,,,,,,,,,,,,,,,0.009941757585873123,0.08727805817972834,,
2014-11-28,17812.630859375,17893.419921875,17790.890625,17828.240234375,321620000.0,17647.498046875,17209.025,,,,,,,,,,,,,,,,,,0.0010207538291153728,0.0608631427983688,,
2014-12-05,17827.26953125,17991.189453125,17726.55078125,17958.7890625,423140000.0,17761.151953125,17293.5888671875,,,,,,,,,,,,,286.16624475531717,,,,,0.007322586324211899,0.03267697265908853,,
2014-12-12,17954.939453125,17960.560546875,17280.830078125,17280.830078125,516230000.0,17702.53203125,17320.7029296875,,,,38.27266153541862,,,,,,,,,314.27797504065165,,,,,-0.03775081838845451,-0.016678091615643376,,
2014-12-19,17285.740234375,17874.029296875,17067.58984375,17804.80078125,816540000.0,17736.544140625,17446.773046875,,,,47.705592776292995,,,,,,,,,349.43236633239087,,,,,0.03032092212909787,0.009643495997945228,,
2014-12-26,17812.25,18103.44921875,17812.25,18053.7109375,276790000.0,17785.27421875,17614.103125,,,,51.49746626723153,,,,,,,,,345.804942844363,,,,,0.013979946156551515,0.013680491988431243,,
2015-01-02,18046.580078125,18073.0390625,17731.30078125,17832.990234375,260470000.0,17786.22421875,17716.8611328125,,,,48.16249060301505,,,,,,,,,345.5144670161942,,,,,-0.012225780278033227,0.0002664312314371031,,
2015-01-09,17821.30078125,17916.0390625,17262.369140625,17737.369140625,517340000.0,17741.940234375,17751.54609375,,,,46.750005762258795,,,,,,,,,367.52557093468033,,,,,-0.005362033651859499,-0.012329334739910158,,
2015-01-16,17742.05078125,17923.009765625,17243.55078125,17511.5703125,536040000.0,17788.08828125,17745.31015625,17383.74599609375,,,43.505339171331286,,,,17383.74599609375,18308.62181357634,16458.870178611156,0.10640696403300172,0.5691035023243308,389.8065290375603,,,,,-0.01273011946331093,0.013352381415235648,,
2015-01-23,17516.9609375,17840.890625,17346.73046875,17672.599609375,424220000.0,17761.648046875,17749.09609375,17410.5080078125,,,46.364312828522124,,,,17410.5080078125,18336.29225117025,16484.72376445475,0.10634775768085904,0.6415511245967603,397.2603595527346,18103.44921875,15855.1201171875,,,0.0091955943414197,-0.007425029546762385,0.031232363321726853,
2015-01-30,17668.109375,17696.359375,17136.30078125,17164.94921875,619390000.0,17583.895703125,17684.5849609375,17419.37998046875,,,39.56642396960022,,,,17419.37998046875,18332.088005443144,16506.67195549436,0.10479225161834163,0.3606176593407897,408.88880485253924,18103.44921875,15855.1201171875,,,-0.028725281047826123,-0.049228755341591435,0.010445289249166878,
2015-02-06,17169.990234375,17951.08984375,17037.759765625,17824.2890625,497010000.0,17582.15546875,17684.18984375,17446.607421875,,,49.85090953079232,,,,17446.607421875,18373.408924784322,16519.805918965678,0.10624432366687805,0.7037554101063819,444.9203243720007,18103.44921875,15855.1201171875,,,0.038411989184901074,-0.00048792556720111957,0.0315137161056227,
2015-02-13,17821.490234375,18037.41015625,17685.3203125,18019.349609375,463800000.0,17638.5515625,17690.2458984375,17491.9173828125,,,52.43008818391548,,,,17491.9173828125,18437.495015735778,16546.33974988922,0.10811595003900498,0.7788941955680202,438.28957575614356,18103.44921875,15855.1201171875,,,0.010943524658460602,0.01589753624195378,0.05295338368827984,
2015-02-20,18019.80078125,18144.2890625,17878.369140625,18140.439453125,364370000.0,17764.325390625,17776.2068359375,17548.4548828125,,,54.011308488582536,,,,17548.4548828125,18507.067695246245,16589.842070378756,0.10925324409873143,0.8087714678095932,425.9774576217762,18103.44921875,15855.1201171875,,,0.006719989698573903,0.035911636101309874,0.06647681623559909,
2015-02-27,18140.759765625,18244.380859375,18054.83984375,18132.69921875,426070000.0,17856.3453125,17808.9966796875,17627.88486328125,,,53.88800277524321,200.49407335631986,,,17627.88486328125,18499.79335775285,16755.976368809654,0.09892377914128274,0.789488150803417,409.0891403362922,18144.2890625,15855.1201171875,,,-0.00042668395079403787,0.026034630984958618,0.09602212552412293,
2015-03-06,18134.05078125,18288.630859375,17825.150390625,17856.779296875,443710000.0,17994.711328125,17789.303515625,17701.7033203125,,,49.545718402476545,190.70997291702952,,,17701.7033203125,18363.267880841046,17040.138759783953,0.0747458646840396,0.6172039630105075,412.9742352229856,18244.380859375,15855.1201171875,,,-0.015216704283589899,0.04030481356561699,0.0901301693023655,
2015-03-13,17856.560546875,18031.0390625,17620.490234375,17749.310546875,533560000.0,17979.715625,17780.935546875,17748.89833984375,,,47.92584968833385,172.29802843704965,,,17748.89833984375,18267.109870676733,17230.686809010764,0.05839365586647976,0.5003977208212531,412.80099185884376,18288.630859375,16260.5400390625,,,-0.00601837253030324,-0.004206536112721926,0.056166459601342034,
2015-03-20,17751.240234375,18197.2890625,17697.51953125,18127.650390625,756960000.0,18001.37578125,17819.963671875,17785.7548828125,,,53.668761688615746,186.09016171128314,,,17785.7548828125,18301.616415352208,17269.893350272792,0.05800839333934792,0.8313830226197212,419.0130303867835,18288.630859375,16729.830078125,,,0.021315748730116768,0.006010249182004435,0.04238693720739106,
2015-03-27,18136.73046875,18205.9296875,17579.26953125,17712.66015625,512740000.0,17915.819921875,17840.07265625,17792.69140625,,,47.48305777783365,161.6706444493757,,,17792.69140625,18300.643416248025,17284.739396251975,0.057096703180003254,0.42122164257179423,433.8449679484418,18288.630859375,17037.759765625,,,-0.022892665372100218,-0.023581528880840197,0.007894106282254842,
2015-04-03,17727.48046875,18008.640625,17585.009765625,17763.240234375,414240000.0,17841.928125,17849.13671875,17799.11640625,,,48.26571625942982,144.73102155102242,,,17799.11640625,18302.141138968636,17296.091673531362,0.056522438669147024,0.4643395547559822,433.1153887646245,18288.630859375,17037.759765625,,,0.0028555890351202873,-0.020375288858978213,0.007286753209413188,
2015-04-10,17755.5,18066.759765625,17646.80078125,18057.650390625,452970000.0,17882.10234375,17938.4068359375,17811.4958984375,,,52.685724082059565,153.29559132808208,,,17811.4958984375,18327.01979098947,17295.97200588553,0.05788664753275369,0.7387420794106886,432.1756455939371,18288.630859375,17037.759765625,,,0.01657412456091567,0.011249010272818438,0.013901684561844041,
2015-04-17,18052.3203125,18169.259765625,17748.529296875,17826.30078125,544910000.0,17897.500390625,17938.6080078125,17811.39892578125,,,49.1333275215573,139.80352654426315,,,17811.39892578125,18326.91091257784,17295.88693898466,0.05788562582250735,0.5144534519569085,431.35813296222733,18288.630859375,17037.759765625,,,-0.012811722697605776,0.004337646477685642,-0.0001087854493491136,
