asof_date,market,unit,investor,net,ocr_raw,source_png
20260916,선물,수량,개인,-925,-925,0787_선물_수량_20260916.png
20260916,선물,수량,외국인,1997,"+1,997",0787_선물_수량_20260916.png
20260916,선물,수량,기관계,-530,-530,0787_선물_수량_20260916.png
20260916,선물,수량,금융투자,-2689,"-2,689",0787_선물_수량_20260916.png
20260916,선물,수량,보험,-213,-213,0787_선물_수량_20260916.png
20260916,선물,수량,투신,2508,"+2,508",0787_선물_수량_20260916.png
20260916,선물,수량,은행,7,+7,0787_선물_수량_20260916.png
20260916,선물,수량,연기금등,-138,-138,0787_선물_수량_20260916.png
20260916,선물,수량,기타법인,-542,-542,0787_선물_수량_20260916.png
20260916,선물,금액,개인,-2446,"-2,446",0787_선물_금액_20260916.png
20260916,선물,금액,외국인,5269,"+5,269",0787_선물_금액_20260916.png
20260916,선물,금액,기관계,-1398,"-1,398",0787_선물_금액_20260916.png
20260916,선물,금액,금융투자,-7125,"-7,125",0787_선물_금액_20260916.png
20260916,선물,금액,보험,-560,-560,0787_선물_금액_20260916.png
20260916,선물,금액,투신,6641,"+6,641",0787_선물_금액_20260916.png
20260916,선물,금액,은행,18,+18,0787_선물_금액_20260916.png
20260916,선물,금액,연기금등,-359,-359,0787_선물_금액_20260916.png
20260916,선물,금액,기타법인,-1425,"-1,425",0787_선물_금액_20260916.png
20260916,콜옵션,수량,개인,164,+164,0787_콜옵션_수량_20260916.png
20260916,콜옵션,수량,외국인,-306,-306,0787_콜옵션_수량_20260916.png
20260916,콜옵션,수량,기관계,299,+299,0787_콜옵션_수량_20260916.png
20260916,콜옵션,수량,금융투자,298,+298,0787_콜옵션_수량_20260916.png
20260916,콜옵션,수량,보험,0,0,0787_콜옵션_수량_20260916.png
20260916,콜옵션,수량,투신,1,+1,0787_콜옵션_수량_20260916.png
20260916,콜옵션,수량,은행,0,0,0787_콜옵션_수량_20260916.png
20260916,콜옵션,수량,연기금등,0,0,0787_콜옵션_수량_20260916.png
20260916,콜옵션,수량,기타법인,-157,-157,0787_콜옵션_수량_20260916.png
20260916,콜옵션,금액,개인,6,+6,0787_콜옵션_금액_20260916.png
20260916,콜옵션,금액,외국인,-5,-5,0787_콜옵션_금액_20260916.png
20260916,콜옵션,금액,기관계,3,+3,0787_콜옵션_금액_20260916.png
20260916,콜옵션,금액,금융투자,3,+3,0787_콜옵션_금액_20260916.png
20260916,콜옵션,금액,보험,0,0,0787_콜옵션_금액_20260916.png
20260916,콜옵션,금액,투신,0,0,0787_콜옵션_금액_20260916.png
20260916,콜옵션,금액,은행,0,0,0787_콜옵션_금액_20260916.png
20260916,콜옵션,금액,연기금등,0,0,0787_콜옵션_금액_20260916.png
20260916,콜옵션,금액,기타법인,-5,-5,0787_콜옵션_금액_20260916.png
20260916,풋옵션,수량,개인,13,+13,0787_풋옵션_수량_20260916.png
20260916,풋옵션,수량,외국인,212,+212,0787_풋옵션_수량_20260916.png
20260916,풋옵션,수량,기관계,-141,-141,0787_풋옵션_수량_20260916.png
20260916,풋옵션,수량,금융투자,-141,-141,0787_풋옵션_수량_20260916.png
20260916,풋옵션,수량,보험,0,0,0787_풋옵션_수량_20260916.png
20260916,풋옵션,수량,투신,0,0,0787_풋옵션_수량_20260916.png
20260916,풋옵션,수량,은행,0,0,0787_풋옵션_수량_20260916.png
20260916,풋옵션,수량,연기금등,0,0,0787_풋옵션_수량_20260916.png
20260916,풋옵션,수량,기타법인,-84,-84,0787_풋옵션_수량_20260916.png
20260916,풋옵션,금액,개인,0,0,0787_풋옵션_금액_20260916.png
20260916,풋옵션,금액,외국인,46,+46,0787_풋옵션_금액_20260916.png
20260916,풋옵션,금액,기관계,-45,-45,0787_풋옵션_금액_20260916.png
20260916,풋옵션,금액,금융투자,-45,-45,0787_풋옵션_금액_20260916.png
20260916,풋옵션,금액,보험,0,0,0787_풋옵션_금액_20260916.png
20260916,풋옵션,금액,투신,0,0,0787_풋옵션_금액_20260916.png
20260916,풋옵션,금액,은행,0,0,0787_풋옵션_금액_20260916.png
20260916,풋옵션,금액,연기금등,0,0,0787_풋옵션_금액_20260916.png
20260916,풋옵션,금액,기타법인,0,0,0787_풋옵션_금액_20260916.png
