asof_date,market,unit,investor,net,ocr_raw,source_png
20260923,선물,수량,개인,1076,"+1,076",0787_선물_수량_20260923.png
20260923,선물,수량,외국인,62,+62,0787_선물_수량_20260923.png
20260923,선물,수량,기관계,-1209,"-1,209",0787_선물_수량_20260923.png
20260923,선물,수량,금융투자,-2252,"-2,252",0787_선물_수량_20260923.png
20260923,선물,수량,보험,-202,-202,0787_선물_수량_20260923.png
20260923,선물,수량,투신,1104,"+1,104",0787_선물_수량_20260923.png
20260923,선물,수량,은행,-1,-1,0787_선물_수량_20260923.png
20260923,선물,수량,연기금등,127,+127,0787_선물_수량_20260923.png
20260923,선물,수량,기타법인,71,+71,0787_선물_수량_20260923.png
20260923,선물,금액,개인,3034,"+3,034",0787_선물_금액_20260923.png
20260923,선물,금액,외국인,220,+220,0787_선물_금액_20260923.png
20260923,선물,금액,기관계,-3452,"-3,452",0787_선물_금액_20260923.png
20260923,선물,금액,금융투자,-6389,"-6,389",0787_선물_금액_20260923.png
20260923,선물,금액,보험,-567,-567,0787_선물_금액_20260923.png
20260923,선물,금액,투신,3122,"+3,122",0787_선물_금액_20260923.png
20260923,선물,금액,은행,-3,-3,0787_선물_금액_20260923.png
20260923,선물,금액,연기금등,344,+344,0787_선물_금액_20260923.png
20260923,선물,금액,기타법인,198,+198,0787_선물_금액_20260923.png
20260923,콜옵션,수량,개인,7,+7,0787_콜옵션_수량_20260923.png
20260923,콜옵션,수량,외국인,70,+70,0787_콜옵션_수량_20260923.png
20260923,콜옵션,수량,기관계,-37,-37,0787_콜옵션_수량_20260923.png
20260923,콜옵션,수량,금융투자,23,+23,0787_콜옵션_수량_20260923.png
20260923,콜옵션,수량,보험,0,0,0787_콜옵션_수량_20260923.png
20260923,콜옵션,수량,투신,-60,-60,0787_콜옵션_수량_20260923.png
20260923,콜옵션,수량,은행,0,0,0787_콜옵션_수량_20260923.png
20260923,콜옵션,수량,연기금등,0,0,0787_콜옵션_수량_20260923.png
20260923,콜옵션,수량,기타법인,-40,-40,0787_콜옵션_수량_20260923.png
20260923,콜옵션,금액,개인,7,+7,0787_콜옵션_금액_20260923.png
20260923,콜옵션,금액,외국인,-10,-10,0787_콜옵션_금액_20260923.png
20260923,콜옵션,금액,기관계,3,+3,0787_콜옵션_금액_20260923.png
20260923,콜옵션,금액,금융투자,3,+3,0787_콜옵션_금액_20260923.png
20260923,콜옵션,금액,보험,0,0,0787_콜옵션_금액_20260923.png
20260923,콜옵션,금액,투신,-1,-1,0787_콜옵션_금액_20260923.png
20260923,콜옵션,금액,은행,0,0,0787_콜옵션_금액_20260923.png
20260923,콜옵션,금액,연기금등,0,0,0787_콜옵션_금액_20260923.png
20260923,콜옵션,금액,기타법인,0,0,0787_콜옵션_금액_20260923.png
20260923,풋옵션,수량,개인,-790,-790,0787_풋옵션_수량_20260923.png
20260923,풋옵션,수량,외국인,850,+850,0787_풋옵션_수량_20260923.png
20260923,풋옵션,수량,기관계,108,+108,0787_풋옵션_수량_20260923.png
20260923,풋옵션,수량,금융투자,110,+110,0787_풋옵션_수량_20260923.png
20260923,풋옵션,수량,보험,0,0,0787_풋옵션_수량_20260923.png
20260923,풋옵션,수량,투신,-2,-2,0787_풋옵션_수량_20260923.png
20260923,풋옵션,수량,은행,0,0,0787_풋옵션_수량_20260923.png
20260923,풋옵션,수량,연기금등,0,0,0787_풋옵션_수량_20260923.png
20260923,풋옵션,수량,기타법인,-168,-168,0787_풋옵션_수량_20260923.png
20260923,풋옵션,금액,개인,-3,-3,0787_풋옵션_금액_20260923.png
20260923,풋옵션,금액,외국인,4,+4,0787_풋옵션_금액_20260923.png
20260923,풋옵션,금액,기관계,-1,-1,0787_풋옵션_금액_20260923.png
20260923,풋옵션,금액,금융투자,-1,-1,0787_풋옵션_금액_20260923.png
20260923,풋옵션,금액,보험,0,0,0787_풋옵션_금액_20260923.png
20260923,풋옵션,금액,투신,0,0,0787_풋옵션_금액_20260923.png
20260923,풋옵션,금액,은행,0,0,0787_풋옵션_금액_20260923.png
20260923,풋옵션,금액,연기금등,0,0,0787_풋옵션_금액_20260923.png
20260923,풋옵션,금액,기타법인,0,0,0787_풋옵션_금액_20260923.png
