asof_date,market,unit,investor,net,ocr_raw,source_png
20260914,선물,수량,개인,356,+356,0787_선물_수량_20260914.png
20260914,선물,수량,외국인,-2891,"-2,891",0787_선물_수량_20260914.png
20260914,선물,수량,기관계,2655,"+2,655",0787_선물_수량_20260914.png
20260914,선물,수량,금융투자,5894,"+5,894",0787_선물_수량_20260914.png
20260914,선물,수량,보험,-53,-53,0787_선물_수량_20260914.png
20260914,선물,수량,투신,-3201,"-3,201",0787_선물_수량_20260914.png
20260914,선물,수량,은행,-11,-11,0787_선물_수량_20260914.png
20260914,선물,수량,연기금등,23,+23,0787_선물_수량_20260914.png
20260914,선물,수량,기타법인,-120,-120,0787_선물_수량_20260914.png
20260914,선물,금액,개인,912,+912,0787_선물_금액_20260914.png
20260914,선물,금액,외국인,-7575,"-7,575",0787_선물_금액_20260914.png
20260914,선물,금액,기관계,6983,"+6,983",0787_선물_금액_20260914.png
20260914,선물,금액,금융투자,15482,"+15,482",0787_선물_금액_20260914.png
20260914,선물,금액,보험,-135,-135,0787_선물_금액_20260914.png
20260914,선물,금액,투신,-8393,"-8,393",0787_선물_금액_20260914.png
20260914,선물,금액,은행,-29,-29,0787_선물_금액_20260914.png
20260914,선물,금액,연기금등,51,+51,0787_선물_금액_20260914.png
20260914,선물,금액,기타법인,-320,-320,0787_선물_금액_20260914.png
20260914,콜옵션,수량,개인,-1192,"-1,192",0787_콜옵션_수량_20260914.png
20260914,콜옵션,수량,외국인,259,+259,0787_콜옵션_수량_20260914.png
20260914,콜옵션,수량,기관계,1023,"+1,023",0787_콜옵션_수량_20260914.png
20260914,콜옵션,수량,금융투자,1025,"+1,025",0787_콜옵션_수량_20260914.png
20260914,콜옵션,수량,보험,0,0,0787_콜옵션_수량_20260914.png
20260914,콜옵션,수량,투신,-2,-2,0787_콜옵션_수량_20260914.png
20260914,콜옵션,수량,은행,0,0,0787_콜옵션_수량_20260914.png
20260914,콜옵션,수량,연기금등,0,0,0787_콜옵션_수량_20260914.png
20260914,콜옵션,수량,기타법인,-90,-90,0787_콜옵션_수량_20260914.png
20260914,콜옵션,금액,개인,-6,-6,0787_콜옵션_금액_20260914.png
20260914,콜옵션,금액,외국인,-5,-5,0787_콜옵션_금액_20260914.png
20260914,콜옵션,금액,기관계,11,+11,0787_콜옵션_금액_20260914.png
20260914,콜옵션,금액,금융투자,11,+11,0787_콜옵션_금액_20260914.png
20260914,콜옵션,금액,보험,0,0,0787_콜옵션_금액_20260914.png
20260914,콜옵션,금액,투신,0,0,0787_콜옵션_금액_20260914.png
20260914,콜옵션,금액,은행,0,0,0787_콜옵션_금액_20260914.png
20260914,콜옵션,금액,연기금등,0,0,0787_콜옵션_금액_20260914.png
20260914,콜옵션,금액,기타법인,0,0,0787_콜옵션_금액_20260914.png
20260914,풋옵션,수량,개인,261,+261,0787_풋옵션_수량_20260914.png
20260914,풋옵션,수량,외국인,-220,-220,0787_풋옵션_수량_20260914.png
20260914,풋옵션,수량,기관계,66,+66,0787_풋옵션_수량_20260914.png
20260914,풋옵션,수량,금융투자,61,+61,0787_풋옵션_수량_20260914.png
20260914,풋옵션,수량,보험,0,0,0787_풋옵션_수량_20260914.png
20260914,풋옵션,수량,투신,5,+5,0787_풋옵션_수량_20260914.png
20260914,풋옵션,수량,은행,0,0,0787_풋옵션_수량_20260914.png
20260914,풋옵션,수량,연기금등,0,0,0787_풋옵션_수량_20260914.png
20260914,풋옵션,수량,기타법인,-107,-107,0787_풋옵션_수량_20260914.png
20260914,풋옵션,금액,개인,17,+17,0787_풋옵션_금액_20260914.png
20260914,풋옵션,금액,외국인,-4,-4,0787_풋옵션_금액_20260914.png
20260914,풋옵션,금액,기관계,-12,-12,0787_풋옵션_금액_20260914.png
20260914,풋옵션,금액,금융투자,-12,-12,0787_풋옵션_금액_20260914.png
20260914,풋옵션,금액,보험,0,0,0787_풋옵션_금액_20260914.png
20260914,풋옵션,금액,투신,0,0,0787_풋옵션_금액_20260914.png
20260914,풋옵션,금액,은행,0,0,0787_풋옵션_금액_20260914.png
20260914,풋옵션,금액,연기금등,0,0,0787_풋옵션_금액_20260914.png
20260914,풋옵션,금액,기타법인,-1,-1,0787_풋옵션_금액_20260914.png
