timestamp,open,high,low,close,volume,open_interest
2026-08-25 10:45:00,1038.9,1039.9,1038.9,1039.9,4,8601
2026-08-25 10:55:00,1036.9,1036.9,1033.05,1034.1,9,8606
2026-08-25 11:05:00,1033.6,1033.6,1031.5,1031.5,2,8606
2026-08-25 11:15:00,1032.3,1032.3,1032.3,1032.3,1,8606
2026-08-25 11:25:00,1037.1,1037.9,1031.25,1031.25,4,8607
2026-08-25 11:35:00,1030.0,1033.65,1030.0,1033.65,3,8606
2026-08-25 11:55:00,1028.95,1028.95,1028.95,1028.95,1,8605
2026-08-25 12:15:00,1038.3,1039.5,1038.3,1039.5,4,8605
2026-08-25 12:25:00,1040.9,1042.15,1040.9,1042.15,3,8605
2026-08-25 12:35:00,1043.2,1043.8,1041.7,1041.7,3,8605
2026-08-25 12:45:00,1042.25,1042.25,1038.15,1038.5,7,8607
2026-08-25 12:55:00,1047.2,1047.2,1047.2,1047.2,2,8608
2026-08-25 13:05:00,1049.8,1051.1,1049.8,1051.1,6,8609
2026-08-25 13:55:00,1048.9,1048.9,1048.7,1048.7,2,8615
2026-08-25 14:25:00,1059.7,1059.7,1059.7,1059.7,2,8618
2026-08-25 14:35:00,1060.65,1060.65,1060.2,1060.2,2,8620
2026-08-25 14:55:00,1059.4,1059.4,1058.2,1059.25,4,8650
2026-08-25 15:05:00,1060.5,1060.5,1059.5,1059.5,2,8649
2026-08-25 15:15:00,1063.05,1063.05,1063.05,1063.05,1,8648
2026-08-25 15:25:00,1066.15,1067.1,1064.15,1064.15,6,8654
2026-08-26 08:55:00,1059.45,1065.9,1057.0,1065.9,4,8654
2026-08-26 09:15:00,1074.5,1075.0,1074.5,1075.0,2,8654
2026-08-26 09:35:00,1063.5,1063.5,1063.5,1063.5,1,8655
2026-08-26 09:45:00,1066.7,1066.7,1066.7,1066.7,1,8655
2026-08-26 09:55:00,1059.4,1065.85,1059.4,1065.8,3,8656
2026-08-26 10:05:00,1065.6,1066.7,1065.35,1066.7,6,8656
2026-08-26 10:15:00,1069.9,1069.9,1069.5,1069.5,2,8660
2026-08-26 10:25:00,1061.7,1065.75,1061.7,1065.55,4,8660
2026-08-26 10:35:00,1064.0,1064.0,1064.0,1064.0,1,8659
2026-08-26 10:45:00,1062.45,1064.05,1062.45,1064.05,2,8658
2026-08-26 10:55:00,1064.75,1064.75,1064.75,1064.75,1,8657
2026-08-26 11:05:00,1069.35,1069.35,1069.2,1069.2,3,8656
2026-08-26 11:15:00,1072.3,1072.3,1072.3,1072.3,1,8656
2026-08-26 11:35:00,1082.75,1082.75,1082.75,1082.75,1,8659
2026-08-26 11:45:00,1087.0,1087.0,1081.75,1081.75,17,8669
2026-08-26 11:55:00,1082.25,1082.25,1080.95,1080.95,8,8673
2026-08-26 12:05:00,1084.0,1084.0,1084.0,1084.0,7,8671
2026-08-26 12:15:00,1084.9,1084.9,1084.65,1084.65,2,8671
2026-08-26 12:25:00,1081.45,1081.45,1081.45,1081.45,7,8672
2026-08-26 12:35:00,1083.4,1083.4,1083.4,1083.4,1,8673
2026-08-26 12:45:00,1087.6,1087.6,1087.6,1087.6,1,8678
2026-08-26 12:55:00,1088.65,1089.1,1087.3,1087.3,4,8676
2026-08-26 13:05:00,1088.35,1088.35,1088.35,1088.35,2,8675
2026-08-26 13:25:00,1087.0,1087.0,1087.0,1087.0,2,8675
2026-08-26 13:55:00,1084.4,1084.4,1084.4,1084.4,1,8680
2026-08-26 14:15:00,1078.15,1078.15,1074.2,1075.25,5,8691
2026-08-26 14:25:00,1076.45,1076.45,1076.45,1076.45,1,8705
2026-08-26 14:45:00,1080.45,1080.45,1078.95,1078.95,2,8704
2026-08-26 14:55:00,1079.1,1079.1,1078.9,1078.9,3,8701
2026-08-26 15:05:00,1077.15,1077.15,1077.15,1077.15,1,8702
2026-08-26 15:15:00,1075.9,1075.9,1075.25,1075.25,2,8704
2026-08-26 15:25:00,1074.0,1075.7,1074.0,1075.7,6,8699
2026-08-27 08:45:00,1109.5,1110.0,1109.45,1109.55,7,8700
2026-08-27 08:55:00,1104.95,1105.9,1104.0,1104.95,7,8700
2026-08-27 09:05:00,1106.65,1106.65,1100.0,1100.0,7,8708
2026-08-27 09:15:00,1103.6,1103.6,1103.6,1103.6,1,8710
2026-08-27 09:25:00,1101.0,1101.0,1095.8,1095.8,2,8709
2026-08-27 09:35:00,1096.25,1096.25,1094.1,1095.5,6,8711
2026-08-27 09:45:00,1090.35,1090.45,1081.0,1081.0,9,8710
2026-08-27 09:55:00,1084.0,1084.0,1084.0,1084.0,2,8707
2026-08-27 10:05:00,1087.7,1087.7,1087.7,1087.7,1,8709
2026-08-27 10:15:00,1090.55,1090.55,1090.55,1090.55,1,8709
2026-08-27 10:25:00,1092.0,1092.0,1092.0,1092.0,1,8709
2026-08-27 10:35:00,1091.35,1091.35,1089.35,1089.35,3,8707
2026-08-27 11:55:00,1101.6,1101.6,1101.5,1101.5,2,8647
2026-08-27 12:25:00,1098.0,1098.0,1098.0,1098.0,5,8648
2026-08-27 12:35:00,1097.5,1097.5,1096.5,1096.5,4,8654
2026-08-27 12:45:00,1097.0,1097.0,1097.0,1097.0,1,8654
2026-08-27 13:35:00,1092.55,1092.55,1092.55,1092.55,2,8657
2026-08-27 14:05:00,1087.8,1087.8,1087.8,1087.8,2,8651
2026-08-27 14:15:00,1085.4,1085.4,1085.4,1085.4,1,8651
2026-08-27 14:25:00,1088.05,1088.05,1086.9,1086.9,9,8653
2026-08-27 14:35:00,1086.8,1088.35,1086.75,1086.75,3,8652
2026-08-27 15:05:00,1085.1,1085.8,1085.1,1085.8,2,8652
2026-08-27 15:15:00,1087.05,1088.7,1087.05,1088.7,2,8652
2026-08-27 15:25:00,1089.75,1091.25,1089.75,1091.2,4,8605
2026-08-28 08:45:00,1075.4,1077.6,1075.4,1077.6,13,8594
2026-08-28 08:55:00,1081.0,1081.0,1081.0,1081.0,2,8594
2026-08-28 09:25:00,1081.0,1081.0,1081.0,1081.0,1,8594
2026-08-28 09:35:00,1083.8,1083.8,1081.7,1081.7,3,8594
2026-08-28 09:45:00,1087.5,1087.5,1085.2,1085.2,2,8594
2026-08-28 10:05:00,1082.85,1082.85,1079.5,1079.5,2,8593
2026-08-28 10:15:00,1084.55,1084.55,1084.55,1084.55,3,8593
2026-08-28 10:25:00,1075.0,1075.0,1075.0,1075.0,1,8593
2026-08-28 11:15:00,1079.0,1079.0,1078.75,1078.75,7,8593
2026-08-28 11:35:00,1077.65,1077.65,1077.65,1077.65,1,8587
2026-08-28 12:35:00,1075.0,1075.0,1075.0,1075.0,1,8588
2026-08-28 12:55:00,1080.75,1080.75,1079.55,1080.0,3,8587
2026-08-28 13:15:00,1078.25,1078.25,1078.25,1078.25,1,8589
2026-08-28 13:45:00,1075.75,1075.75,1075.75,1075.75,1,8588
2026-08-28 13:55:00,1074.05,1074.05,1074.05,1074.05,1,8587
2026-08-28 14:05:00,1072.0,1072.0,1071.0,1071.0,3,8587
2026-08-28 14:15:00,1071.55,1071.6,1071.55,1071.6,2,8586
2026-08-28 14:25:00,1073.5,1073.5,1073.4,1073.4,2,8586
2026-08-28 14:35:00,1069.95,1069.95,1069.8,1069.8,2,8587
2026-08-28 14:55:00,1070.45,1070.45,1070.2,1070.2,2,8588
2026-08-28 15:05:00,1070.6,1070.6,1070.6,1070.6,1,8590
2026-08-28 15:15:00,1073.0,1073.0,1073.0,1073.0,2,8600
2026-08-28 15:25:00,1071.0,1071.0,1070.4,1070.4,2,8616
2026-08-31 08:45:00,1038.45,1044.45,1038.45,1044.45,12,8619
2026-08-31 08:55:00,1043.25,1043.5,1030.0,1030.0,26,8625
2026-08-31 09:05:00,1030.0,1038.55,1027.9,1038.55,19,8626
2026-08-31 09:15:00,1040.1,1046.3,1039.35,1046.3,12,8625
2026-08-31 09:25:00,1053.65,1053.65,1053.2,1053.2,2,8622
2026-08-31 09:35:00,1053.55,1053.7,1049.4,1050.1,5,8618
2026-08-31 09:45:00,1050.8,1050.8,1044.9,1048.65,18,8618
2026-08-31 09:55:00,1046.35,1046.35,1038.05,1040.55,14,8622
2026-08-31 10:25:00,1045.55,1045.55,1043.45,1043.45,3,8680
2026-08-31 10:35:00,1044.85,1045.25,1044.55,1044.55,3,8690
2026-08-31 10:45:00,1043.6,1043.6,1042.0,1042.2,6,8703
2026-08-31 11:35:00,1044.35,1044.35,1044.35,1044.35,1,8728
2026-08-31 11:45:00,1048.5,1048.5,1048.5,1048.5,1,8728
2026-08-31 11:55:00,1050.0,1053.1,1050.0,1052.8,6,8726
2026-08-31 12:05:00,1055.0,1058.95,1055.0,1058.95,4,8692
2026-08-31 12:15:00,1055.0,1055.0,1054.9,1054.9,2,8690
2026-08-31 12:25:00,1053.45,1053.45,1052.5,1052.5,3,8689
2026-08-31 12:35:00,1052.95,1053.3,1052.35,1052.35,7,8689
2026-08-31 12:55:00,1051.05,1051.05,1049.05,1049.05,5,8695
2026-08-31 13:05:00,1048.9,1050.95,1046.15,1050.95,8,8694
2026-08-31 13:15:00,1052.05,1053.25,1052.05,1052.35,8,8678
2026-08-31 13:25:00,1050.25,1050.25,1050.0,1050.0,2,8680
2026-08-31 13:35:00,1050.8,1057.1,1050.8,1057.1,4,8682
2026-08-31 13:45:00,1060.0,1061.0,1060.0,1061.0,7,8682
2026-08-31 13:55:00,1064.5,1065.0,1064.3,1064.3,8,8674
2026-08-31 14:05:00,1065.9,1069.6,1065.9,1069.6,2,8661
2026-08-31 14:15:00,1069.15,1069.15,1055.4,1068.45,3,8659
2026-08-31 14:25:00,1071.95,1071.95,1071.95,1071.95,1,8658
2026-08-31 14:35:00,1067.05,1067.05,1064.25,1064.25,2,8657
2026-08-31 14:45:00,1068.1,1068.1,1068.1,1068.1,1,8656
2026-08-31 14:55:00,1064.45,1065.1,1064.45,1065.1,3,8657
2026-08-31 15:05:00,1066.1,1066.75,1065.25,1066.75,11,8676
2026-08-31 15:15:00,1068.85,1073.0,1068.85,1073.0,8,8679
2026-08-31 15:25:00,1072.45,1075.0,1071.2,1071.2,16,8679
2026-08-31 15:45:00,1070.0,1070.0,1070.0,1070.0,1,8679
2026-09-01 08:45:00,1069.8,1070.55,1067.6,1067.6,13,8688
2026-09-01 08:55:00,1066.5,1068.0,1063.6,1065.8,12,8698
2026-09-01 09:05:00,1066.6,1066.6,1059.3,1059.3,18,8714
2026-09-01 09:15:00,1060.65,1063.6,1060.65,1063.6,2,8714
2026-09-01 09:25:00,1068.0,1068.8,1066.15,1066.15,5,8712
2026-09-01 09:35:00,1069.8,1071.1,1067.0,1071.1,5,8704
2026-09-01 09:45:00,1073.6,1074.7,1069.0,1069.05,10,8706
2026-09-01 09:55:00,1077.55,1080.95,1077.05,1077.7,14,8700
2026-09-01 10:05:00,1078.55,1078.55,1076.75,1076.75,2,8701
2026-09-01 10:35:00,1075.5,1075.5,1075.5,1075.5,1,8901
2026-09-01 10:45:00,1076.0,1076.0,1076.0,1076.0,1,8902
2026-09-01 10:55:00,1069.15,1071.15,1069.15,1070.8,4,8903
2026-09-01 11:25:00,1068.5,1068.5,1068.5,1068.5,1,8996
2026-09-01 11:35:00,1065.6,1065.6,1064.45,1064.45,2,8998
2026-09-01 11:45:00,1064.8,1067.9,1064.8,1067.9,3,9006
2026-09-01 12:05:00,1070.0,1070.45,1070.0,1070.3,7,8802
2026-09-01 12:25:00,1070.3,1071.8,1070.3,1071.8,2,8803
2026-09-01 12:45:00,1072.65,1072.65,1072.65,1072.65,1,8800
2026-09-01 13:15:00,1074.8,1074.8,1074.45,1074.7,3,8801
2026-09-01 13:35:00,1074.95,1075.0,1074.95,1075.0,10,8802
2026-09-01 13:45:00,1074.7,1079.6,1074.7,1079.6,3,8813
2026-09-01 13:55:00,1072.7,1072.7,1072.7,1072.7,1,8813
2026-09-01 14:15:00,1070.0,1074.45,1070.0,1074.45,3,8814
2026-09-01 14:25:00,1073.15,1075.15,1073.15,1074.35,6,8818
2026-09-01 14:35:00,1079.0,1079.9,1079.0,1079.9,3,8820
2026-09-01 14:45:00,1080.9,1080.9,1077.25,1077.25,4,8822
2026-09-01 14:55:00,1080.0,1080.0,1080.0,1080.0,1,8823
2026-09-01 15:05:00,1078.0,1078.0,1078.0,1078.0,1,8820
2026-09-01 15:15:00,1077.5,1077.5,1077.3,1077.5,3,8821
2026-09-01 15:25:00,1077.2,1077.2,1076.95,1076.95,3,8824
2026-09-02 08:45:00,1041.15,1041.15,1041.15,1041.15,1,8841
2026-09-02 08:55:00,1043.9,1046.55,1042.0,1042.85,22,8853
2026-09-02 09:05:00,1046.0,1049.4,1045.6,1047.3,9,8862
2026-09-02 09:15:00,1046.65,1050.95,1046.65,1050.95,5,8864
2026-09-02 09:25:00,1050.55,1052.15,1048.0,1050.25,11,8880
2026-09-02 09:35:00,1052.15,1052.15,1050.75,1050.75,3,8883
2026-09-02 09:45:00,1051.45,1051.45,1046.6,1047.05,5,8889
2026-09-02 09:55:00,1046.85,1051.5,1046.85,1051.5,4,8898
2026-09-02 10:05:00,1051.5,1051.5,1049.1,1051.0,4,9011
2026-09-02 10:15:00,1049.0,1051.1,1049.0,1051.1,3,9042
2026-09-02 10:25:00,1049.5,1049.5,1045.0,1047.0,6,9031
2026-09-02 10:35:00,1042.35,1045.0,1041.6,1044.8,8,9036
2026-09-02 10:45:00,1041.3,1041.3,1041.3,1041.3,1,9063
2026-09-02 10:55:00,1041.55,1041.55,1041.55,1041.55,1,9045
2026-09-02 11:05:00,1041.45,1041.45,1041.45,1041.45,1,9046
2026-09-02 12:05:00,1042.25,1042.25,1042.25,1042.25,1,9119
2026-09-02 12:15:00,1041.3,1041.3,1040.6,1040.6,5,9124
2026-09-02 12:25:00,1040.15,1040.15,1037.75,1037.75,6,9130
2026-09-02 12:45:00,1039.75,1040.0,1037.1,1038.15,20,9164
2026-09-02 12:55:00,1037.4,1037.7,1035.45,1035.45,8,9172
2026-09-02 13:05:00,1034.2,1034.6,1033.0,1033.0,6,9176
2026-09-02 13:15:00,1034.85,1034.85,1033.95,1034.3,3,9179
2026-09-02 13:35:00,1034.6,1034.6,1033.1,1033.1,5,9201
2026-09-02 13:45:00,1035.65,1035.65,1033.1,1033.1,2,9202
2026-09-02 13:55:00,1033.25,1033.9,1032.65,1032.65,3,9204
2026-09-02 14:05:00,1033.55,1033.9,1033.55,1033.9,12,9205
2026-09-02 14:15:00,1039.05,1040.0,1039.05,1040.0,2,9217
2026-09-02 14:25:00,1040.25,1040.25,1040.25,1040.25,1,8517
2026-09-02 14:35:00,1037.75,1037.95,1037.7,1037.7,4,8517
2026-09-02 14:45:00,1037.6,1037.6,1037.6,1037.6,1,8518
2026-09-02 14:55:00,1034.0,1034.0,1034.0,1034.0,1,8611
2026-09-02 15:05:00,1033.5,1034.45,1033.5,1034.45,3,8615
2026-09-02 15:15:00,1033.7,1034.4,1033.7,1034.4,3,8768
2026-09-02 15:25:00,1032.25,1032.25,1031.05,1031.05,7,8769
2026-09-02 15:45:00,1030.1,1030.1,1030.1,1030.1,3,8778
2026-09-03 08:45:00,1047.2,1050.0,1047.2,1049.75,12,8798
2026-09-03 08:55:00,1046.5,1046.85,1045.3,1046.1,9,8802
2026-09-03 09:05:00,1043.75,1043.9,1041.0,1041.7,10,8858
2026-09-03 09:15:00,1040.0,1040.0,1036.95,1039.05,6,8864
2026-09-03 09:25:00,1039.8,1041.25,1038.8,1041.25,6,8870
2026-09-03 09:35:00,1043.45,1043.75,1043.2,1043.2,3,8871
2026-09-03 09:45:00,1043.45,1043.5,1043.45,1043.5,2,8872
2026-09-03 09:55:00,1044.45,1044.45,1044.45,1044.45,1,8873
2026-09-03 10:05:00,1046.15,1047.6,1045.95,1047.6,3,8875
2026-09-03 10:15:00,1049.0,1050.95,1049.0,1050.95,5,8875
2026-09-03 10:25:00,1050.95,1050.95,1050.95,1050.95,1,8876
2026-09-03 10:35:00,1049.1,1049.1,1047.85,1047.85,5,8877
2026-09-03 10:55:00,1042.4,1042.4,1041.75,1041.75,2,8938
2026-09-03 11:15:00,1047.9,1047.9,1047.1,1047.1,2,9030
2026-09-03 11:35:00,1047.1,1047.1,1046.5,1047.0,5,9054
2026-09-03 11:45:00,1046.1,1046.1,1044.9,1044.9,2,9055
2026-09-03 11:55:00,1046.4,1047.0,1046.4,1047.0,3,9055
2026-09-03 12:15:00,1048.85,1050.0,1048.25,1048.25,5,9000
2026-09-03 12:25:00,1048.5,1049.65,1048.5,1049.65,2,9000
2026-09-03 12:35:00,1048.35,1048.35,1048.35,1048.35,2,9029
2026-09-03 13:05:00,1051.0,1051.1,1050.8,1051.1,3,9131
2026-09-03 13:15:00,1049.55,1049.55,1049.55,1049.55,1,9132
2026-09-03 13:25:00,1047.0,1047.5,1047.0,1047.5,3,9130
2026-09-03 13:35:00,1046.2,1046.2,1046.2,1046.2,1,9132
2026-09-03 13:45:00,1047.45,1047.45,1047.45,1047.45,1,9131
2026-09-03 13:55:00,1045.0,1045.0,1045.0,1045.0,1,9132
2026-09-03 14:05:00,1041.45,1041.45,1030.0,1030.0,17,10158
2026-09-03 14:15:00,1029.4,1029.4,1015.0,1015.55,19,10346
2026-09-03 14:25:00,1015.55,1023.6,1010.0,1023.55,24,10401
2026-09-03 14:35:00,1029.9,1030.0,1027.0,1030.0,5,10459
2026-09-03 14:45:00,1027.75,1035.35,1025.25,1035.35,24,10457
2026-09-03 14:55:00,1037.8,1038.0,1036.55,1038.0,7,10503
2026-09-03 15:05:00,1036.4,1036.6,1034.9,1035.1,9,10518
2026-09-03 15:15:00,1036.05,1036.2,1036.05,1036.2,2,10522
2026-09-03 15:25:00,1034.25,1034.25,1031.3,1031.3,7,10500
2026-09-03 15:45:00,1033.75,1033.75,1033.75,1033.75,9,10479
2026-09-04 08:45:00,1044.15,1047.25,1044.15,1046.1,43,10528
2026-09-04 08:55:00,1046.35,1051.7,1045.75,1051.2,57,10577
2026-09-04 09:05:00,1052.05,1052.85,1049.25,1051.35,31,10631
2026-09-04 09:15:00,1051.7,1051.7,1047.05,1048.85,33,10688
2026-09-04 09:25:00,1048.65,1051.6,1048.35,1051.6,28,10691
2026-09-04 09:35:00,1051.1,1051.1,1049.2,1050.85,8,10717
2026-09-04 09:45:00,1050.55,1053.0,1049.85,1053.0,33,10745
2026-09-04 09:55:00,1051.2,1051.4,1046.55,1048.8,37,10767
2026-09-04 10:05:00,1048.3,1049.45,1046.95,1047.65,11,10782
2026-09-04 10:15:00,1050.5,1051.25,1050.5,1051.25,5,10801
2026-09-04 10:25:00,1049.45,1049.8,1047.95,1047.95,26,10844
2026-09-04 10:35:00,1048.1,1048.4,1047.4,1047.4,15,11206
2026-09-04 10:45:00,1046.85,1046.85,1044.55,1045.9,31,11222
2026-09-04 10:55:00,1045.2,1048.5,1045.2,1048.25,9,11248
2026-09-04 11:05:00,1048.25,1051.2,1047.9,1051.2,27,11288
2026-09-04 11:15:00,1051.75,1052.05,1049.6,1049.8,29,11325
2026-09-04 11:25:00,1050.0,1050.8,1049.4,1049.4,10,11416
2026-09-04 11:35:00,1048.5,1048.5,1046.25,1046.25,19,11427
2026-09-04 11:45:00,1046.0,1051.6,1046.0,1051.6,17,11443
2026-09-04 11:55:00,1050.45,1051.95,1049.8,1051.95,10,11453
2026-09-04 12:05:00,1051.1,1051.4,1050.7,1050.95,19,11492
2026-09-04 12:15:00,1051.15,1052.95,1051.15,1051.8,23,11534
2026-09-04 12:25:00,1049.8,1050.75,1049.05,1049.05,8,11559
2026-09-04 12:35:00,1049.2,1051.15,1049.2,1050.85,8,11578
2026-09-04 12:45:00,1050.25,1051.2,1050.25,1051.2,9,11604
2026-09-04 12:55:00,1050.95,1052.3,1050.9,1052.1,19,11634
2026-09-04 13:05:00,1053.05,1056.15,1053.0,1056.15,18,11672
2026-09-04 13:15:00,1056.4,1056.4,1054.65,1055.65,30,11715
2026-09-04 13:25:00,1055.65,1058.85,1055.65,1057.45,23,11879
2026-09-04 13:35:00,1057.3,1057.5,1055.75,1057.5,544,11913
2026-09-04 13:45:00,1057.35,1057.4,1056.35,1057.25,15,12017
2026-09-04 13:55:00,1056.85,1058.25,1056.85,1058.25,16,12040
2026-09-04 14:05:00,1058.85,1061.2,1058.85,1061.2,38,12127
2026-09-04 14:15:00,1060.55,1064.45,1060.55,1062.95,26,12158
2026-09-04 14:25:00,1062.6,1063.45,1061.2,1062.95,19,12279
2026-09-04 14:35:00,1062.45,1062.45,1059.5,1060.15,23,12337
2026-09-04 14:45:00,1059.85,1060.4,1056.85,1057.5,60,12329
2026-09-04 14:55:00,1056.35,1058.6,1055.5,1056.25,40,12333
2026-09-04 15:05:00,1055.5,1056.2,1054.0,1055.75,87,12395
2026-09-04 15:15:00,1055.2,1055.2,1050.6,1054.95,41,12564
2026-09-04 15:25:00,1055.2,1055.2,1053.95,1054.55,40,12587
2026-09-04 15:45:00,1058.95,1058.95,1058.95,1058.95,20,12637
2026-09-07 08:45:00,1090.0,1093.45,1088.85,1090.65,41,12902
2026-09-07 08:55:00,1091.3,1094.65,1089.75,1090.9,77,13460
2026-09-07 09:05:00,1090.75,1096.65,1090.75,1094.15,65,14120
2026-09-07 09:15:00,1094.0,1095.25,1091.05,1091.55,85,15040
2026-09-07 09:25:00,1091.2,1094.55,1091.2,1092.25,56,16012
2026-09-07 09:35:00,1091.7,1092.65,1089.45,1090.45,75,16502
2026-09-07 09:45:00,1090.6,1091.4,1087.45,1090.6,67,16836
2026-09-07 09:55:00,1090.3,1091.8,1086.0,1086.45,57,17174
2026-09-07 10:05:00,1087.25,1089.55,1086.2,1089.55,20,17386
2026-09-07 10:15:00,1089.5,1090.25,1088.5,1089.9,18,17784
2026-09-07 10:25:00,1090.3,1091.3,1087.6,1088.75,54,18174
2026-09-07 10:35:00,1088.2,1090.1,1087.7,1087.7,89,18587
2026-09-07 10:45:00,1089.35,1090.5,1088.5,1088.5,34,19357
2026-09-07 10:55:00,1088.9,1090.0,1087.85,1088.2,37,19900
2026-09-07 11:05:00,1088.2,1088.95,1087.7,1088.7,18,21209
2026-09-07 11:15:00,1089.95,1089.95,1088.6,1088.6,20,21921
2026-09-07 11:25:00,1088.35,1091.35,1088.35,1090.3,25,22666
2026-09-07 11:35:00,1090.1,1090.45,1089.15,1090.2,26,23055
2026-09-07 11:45:00,1090.8,1091.5,1090.25,1090.7,41,23497
2026-09-07 11:55:00,1090.25,1091.4,1089.05,1091.4,59,23792
2026-09-07 12:05:00,1090.9,1091.55,1090.1,1091.3,61,24368
2026-09-07 12:15:00,1091.6,1094.6,1090.75,1094.25,78,24706
2026-09-07 12:25:00,1094.15,1095.0,1093.1,1094.85,69,25330
2026-09-07 12:35:00,1094.1,1094.1,1092.4,1092.7,51,25714
2026-09-07 12:45:00,1093.2,1094.75,1093.2,1094.65,47,26186
2026-09-07 12:55:00,1094.45,1096.3,1093.7,1096.3,72,26878
2026-09-07 13:05:00,1095.65,1099.05,1095.65,1098.8,142,27106
2026-09-07 13:15:00,1099.5,1100.8,1098.75,1099.0,151,27660
2026-09-07 13:25:00,1099.3,1104.95,1099.15,1101.45,272,27931
2026-09-07 13:35:00,1101.65,1103.0,1099.9,1101.35,136,28327
2026-09-07 13:45:00,1101.2,1103.95,1100.85,1103.55,143,28719
2026-09-07 13:55:00,1103.4,1104.15,1101.75,1102.35,82,30351
2026-09-07 14:05:00,1102.3,1102.4,1100.0,1101.25,128,31545
2026-09-07 14:15:00,1101.05,1103.4,1100.0,1103.4,122,32848
2026-09-07 14:25:00,1103.9,1106.4,1103.8,1104.85,136,33728
2026-09-07 14:35:00,1104.85,1105.6,1103.75,1105.0,47,33930
2026-09-07 14:45:00,1105.1,1105.15,1102.7,1103.8,69,34947
2026-09-07 14:55:00,1103.85,1105.8,1103.35,1105.3,299,35510
2026-09-07 15:05:00,1105.95,1106.3,1104.95,1105.95,184,36150
2026-09-07 15:15:00,1105.75,1106.65,1104.4,1106.45,208,36458
2026-09-07 15:25:00,1106.25,1110.0,1105.4,1108.45,292,36806
2026-09-07 15:45:00,1111.0,1111.0,1111.0,1111.0,112,37352
2026-09-08 08:45:00,1113.0,1123.4,1113.0,1120.9,451,39066
2026-09-08 08:55:00,1120.9,1120.9,1111.0,1111.9,390,40032
2026-09-08 09:05:00,1112.15,1117.65,1111.8,1117.35,284,42368
2026-09-08 09:15:00,1117.55,1125.6,1116.2,1122.6,353,43274
2026-09-08 09:25:00,1122.25,1125.9,1120.25,1120.65,470,45440
2026-09-08 09:35:00,1120.75,1121.05,1117.2,1120.5,243,46151
2026-09-08 09:45:00,1120.9,1126.6,1120.9,1125.65,246,47056
2026-09-08 09:55:00,1125.7,1127.9,1122.2,1122.95,430,48132
2026-09-08 10:05:00,1122.8,1124.6,1121.25,1124.05,273,48732
2026-09-08 10:15:00,1124.25,1124.25,1121.15,1122.2,254,48784
2026-09-08 10:25:00,1122.6,1125.95,1122.6,1125.1,265,48964
2026-09-08 10:35:00,1124.85,1130.25,1124.85,1129.9,289,49779
2026-09-08 10:45:00,1130.05,1132.9,1129.15,1131.2,381,50015
2026-09-08 10:55:00,1131.8,1133.65,1129.95,1129.95,206,52574
2026-09-08 11:05:00,1130.1,1132.3,1128.95,1131.8,226,53943
2026-09-08 11:15:00,1131.9,1132.9,1130.75,1132.15,299,54714
2026-09-08 11:25:00,1132.2,1134.25,1131.45,1133.15,171,55558
2026-09-08 11:35:00,1133.75,1134.45,1129.55,1130.1,188,56294
2026-09-08 11:45:00,1130.45,1132.4,1129.35,1130.8,186,56902
