asof_date,market,unit,investor,net,ocr_raw,source_png
20260921,선물,수량,개인,-428,-428,0787_선물_수량_20260921.png
20260921,선물,수량,외국인,4127,"+4,127",0787_선물_수량_20260921.png
20260921,선물,수량,기관계,-3748,"-3,748",0787_선물_수량_20260921.png
20260921,선물,수량,금융투자,-3891,"-3,891",0787_선물_수량_20260921.png
20260921,선물,수량,보험,-72,-72,0787_선물_수량_20260921.png
20260921,선물,수량,투신,224,+224,0787_선물_수량_20260921.png
20260921,선물,수량,은행,12,+12,0787_선물_수량_20260921.png
20260921,선물,수량,연기금등,1,+1,0787_선물_수량_20260921.png
20260921,선물,수량,기타법인,49,+49,0787_선물_수량_20260921.png
20260921,선물,금액,개인,-1192,"-1,192",0787_선물_금액_20260921.png
20260921,선물,금액,외국인,11471,"+11,471",0787_선물_금액_20260921.png
20260921,선물,금액,기관계,-10413,"-10,413",0787_선물_금액_20260921.png
20260921,선물,금액,금융투자,-10814,"-10,814",0787_선물_금액_20260921.png
20260921,선물,금액,보험,-198,-198,0787_선물_금액_20260921.png
20260921,선물,금액,투신,626,+626,0787_선물_금액_20260921.png
20260921,선물,금액,은행,33,+33,0787_선물_금액_20260921.png
20260921,선물,금액,연기금등,1,+1,0787_선물_금액_20260921.png
20260921,선물,금액,기타법인,135,+135,0787_선물_금액_20260921.png
20260921,콜옵션,수량,개인,-219,-219,0787_콜옵션_수량_20260921.png
20260921,콜옵션,수량,외국인,1027,"+1,027",0787_콜옵션_수량_20260921.png
20260921,콜옵션,수량,기관계,-764,-764,0787_콜옵션_수량_20260921.png
20260921,콜옵션,수량,금융투자,-425,-425,0787_콜옵션_수량_20260921.png
20260921,콜옵션,수량,보험,0,0,0787_콜옵션_수량_20260921.png
20260921,콜옵션,수량,투신,-339,-339,0787_콜옵션_수량_20260921.png
20260921,콜옵션,수량,은행,0,0,0787_콜옵션_수량_20260921.png
20260921,콜옵션,수량,연기금등,0,0,0787_콜옵션_수량_20260921.png
20260921,콜옵션,수량,기타법인,-44,-44,0787_콜옵션_수량_20260921.png
20260921,콜옵션,금액,개인,1,+1,0787_콜옵션_금액_20260921.png
20260921,콜옵션,금액,외국인,12,+12,0787_콜옵션_금액_20260921.png
20260921,콜옵션,금액,기관계,-8,-8,0787_콜옵션_금액_20260921.png
20260921,콜옵션,금액,금융투자,0,0,0787_콜옵션_금액_20260921.png
20260921,콜옵션,금액,보험,0,0,0787_콜옵션_금액_20260921.png
20260921,콜옵션,금액,투신,-8,-8,0787_콜옵션_금액_20260921.png
20260921,콜옵션,금액,은행,0,0,0787_콜옵션_금액_20260921.png
20260921,콜옵션,금액,연기금등,0,0,0787_콜옵션_금액_20260921.png
20260921,콜옵션,금액,기타법인,-4,-4,0787_콜옵션_금액_20260921.png
20260921,풋옵션,수량,개인,-285,-285,0787_풋옵션_수량_20260921.png
20260921,풋옵션,수량,외국인,-1067,"-1,067",0787_풋옵션_수량_20260921.png
20260921,풋옵션,수량,기관계,1369,"+1,369",0787_풋옵션_수량_20260921.png
20260921,풋옵션,수량,금융투자,1366,"+1,366",0787_풋옵션_수량_20260921.png
20260921,풋옵션,수량,보험,0,0,0787_풋옵션_수량_20260921.png
20260921,풋옵션,수량,투신,3,+3,0787_풋옵션_수량_20260921.png
20260921,풋옵션,수량,은행,0,0,0787_풋옵션_수량_20260921.png
20260921,풋옵션,수량,연기금등,0,0,0787_풋옵션_수량_20260921.png
20260921,풋옵션,수량,기타법인,-17,-17,0787_풋옵션_수량_20260921.png
20260921,풋옵션,금액,개인,-3,-3,0787_풋옵션_금액_20260921.png
20260921,풋옵션,금액,외국인,1,+1,0787_풋옵션_금액_20260921.png
20260921,풋옵션,금액,기관계,5,+5,0787_풋옵션_금액_20260921.png
20260921,풋옵션,금액,금융투자,5,+5,0787_풋옵션_금액_20260921.png
20260921,풋옵션,금액,보험,0,0,0787_풋옵션_금액_20260921.png
20260921,풋옵션,금액,투신,0,0,0787_풋옵션_금액_20260921.png
20260921,풋옵션,금액,은행,0,0,0787_풋옵션_금액_20260921.png
20260921,풋옵션,금액,연기금등,0,0,0787_풋옵션_금액_20260921.png
20260921,풋옵션,금액,기타법인,-2,4,0787_풋옵션_금액_20260921.png
