timestamp,open,high,low,close,volume,ema5,ema10,ema20,ema60,ema120,rsi14,macd,macd_signal,macd_hist,bb_mid,bb_upper,bb_lower,bb_width,bb_percent_b,atr14,prev20_high,prev20_low,prev60_high,prev60_low,return_1,return_5,return_20,return_60
2026-08-12 09:00:00+09:00,66994.046875,67144.359375,66735.7578125,66910.90625,0.0,,,,,,,,,,,,,,,,,,,,,,,
2026-08-12 09:10:00+09:00,66917.9765625,66998.40625,66794.3828125,66951.03125,0.0,,,,,,,,,,,,,,,,,,,,0.0005996780233417098,,,
2026-08-12 09:20:00+09:00,66979.3515625,67087.2890625,66845.6875,67074.296875,0.0,,,,,,,,,,,,,,,,,,,,0.001841131087880088,,,
2026-08-12 09:30:00+09:00,67065.8984375,67077.5625,66880.8671875,66886.1015625,0.0,,,,,,,,,,,,,,,,,,,,-0.0028057739144209393,,,
2026-08-12 09:40:00+09:00,66889.59375,67058.609375,66882.5,67005.4375,0.0,66965.07349537038,,,,,,,,,,,,,,,,,,,0.001784166436856749,,,
2026-08-12 09:50:00+09:00,67007.2265625,67091.1875,66920.890625,66969.3125,0.0,66966.4864969136,,,,,,,,,,,,,,,,,,,-0.0005391353500229235,0.0008728958143502386,,
2026-08-12 10:00:00+09:00,66961.2578125,66972.9375,66830.5703125,66946.96875,0.0,66959.98058127574,,,,,,,,,,,,,,,,,,,-0.00033364162130233854,-6.067867699943719e-05,,
2026-08-12 10:10:00+09:00,66954.1171875,66961.3671875,66853.3203125,66938.3125,0.0,66952.75788751716,,,,,,,,,,,,,,,,,,,-0.00012930010367351308,-0.0020273693700199047,,
2026-08-12 10:20:00+09:00,66952.8203125,66952.8203125,66822.6796875,66909.890625,0.0,66938.46880001144,,,,,,,,,,,,,,,,,,,-0.00042459802075234254,0.0003556652569707275,,
2026-08-12 10:30:00+09:00,66916.140625,66982.2890625,66856.5703125,66957.3203125,0.0,66944.75263750763,66944.58512045919,,,,,,,,,,,,,,,,,,0.0007088591396124944,-0.0007181086982679385,,
2026-08-12 10:40:00+09:00,66964.359375,67121.6875,66964.359375,67042.6015625,0.0,66977.36894583842,66962.40629173933,,,,,,,,,,,,,,,,,,0.0012736658158059022,0.0010943678494534925,,
