timestamp,open,high,low,close,volume,sma5,sma10,sma20,sma60,sma120,sma240,rsi14,macd,macd_signal,macd_hist,bb_mid,bb_upper,bb_lower,bb_width,bb_percent_b,atr14,prev20_high,prev20_low,prev60_high,prev60_low,return_1,return_5,return_20,return_60
2014-09-02,4592.419921875,4598.64013671875,4576.81005859375,4598.18994140625,1859080000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-03,4610.14013671875,4610.14013671875,4565.3798828125,4572.56005859375,1897450000.0,,,,,,,,,,,,,,,,,,,,,-0.005573906937098361,,,
2014-09-04,4581.52001953125,4603.14990234375,4553.31005859375,4562.2900390625,1728700000.0,,,,,,,,,,,,,,,,,,,,,-0.0022460108559860803,,,
2014-09-05,4560.6298828125,4583.0,4542.740234375,4582.89990234375,1641830000.0,,,,,,,,,,,,,,,,,,,,,0.004517438195464907,,,
2014-09-08,4579.06005859375,4600.39990234375,4570.22998046875,4592.2900390625,1670210000.0,4581.64599609375,,,,,,,,,,,,,,,,,,,,0.002048950864920185,,,
2014-09-09,4588.830078125,4599.02978515625,4544.43994140625,4552.2900390625,1956550000.0,4572.466015625,,,,,,,,,,,,,,,,,,,,-0.008710251238435718,-0.009982167533016839,,
2014-09-10,4554.14990234375,4587.10009765625,4544.83984375,4586.52001953125,1808650000.0,4575.2580078125,,,,,,,,,,,,,,,,,,,,0.007519288133011726,0.0030529858019607836,,
2014-09-11,4567.64013671875,4591.81005859375,4559.75,4591.81005859375,1704850000.0,4581.16201171875,,,,,,,,,,,,,,,,,,,,0.0011533884164840469,0.00647043902919342,,
2014-09-12,4588.77001953125,4590.080078125,4555.68017578125,4567.60009765625,1784170000.0,4578.10205078125,,,,,,,,,,,,,,,,,,,,-0.0052724221229905055,-0.003338454911414379,,
2014-09-15,4567.4501953125,4567.47021484375,4506.72998046875,4518.89990234375,1940520000.0,4563.4240234375,4572.535009765625,,,,,,,,,,,,,,,,,,,-0.010662097003082516,-0.015981163231086448,,
2014-09-16,4502.10986328125,4558.240234375,4499.8701171875,4552.759765625,1879350000.0,4563.51796875,4567.9919921875,,,,,,,,,,,,,,,,,,,0.007492943860891499,0.00010318467375092233,,
2014-09-17,4553.9599609375,4582.39990234375,4539.35986328125,4562.18994140625,1796710000.0,4558.651953125,4566.95498046875,,,,,,,,,,,,,,,,,,,0.002071309769615226,-0.0053046924512250015,,
2014-09-18,4575.740234375,4593.97998046875,4572.6201171875,4593.43017578125,1774840000.0,4558.9759765625,4570.068994140625,,,,,,,,,,,,,,,,,,,0.00684764000978233,0.00035282757057153447,,
2014-09-19,4606.1298828125,4610.56982421875,4563.43994140625,4579.7900390625,3178490000.0,4561.41396484375,4569.7580078125,,,,,,,,,,,,,,35.59432406874678,,,,,-0.002969488203100834,0.002668784732819507,,
2014-09-22,4568.4501953125,4568.8701171875,4513.1201171875,4527.68994140625,1881520000.0,4563.17197265625,4563.297998046875,,,,,25.700964129418566,,,,,,,,,37.8140096263363,,,,,-0.011376088687881203,0.0019451723323060666,,
2014-09-23,4511.31982421875,4536.02978515625,4508.419921875,4508.68994140625,1847730000.0,4554.3580078125,4558.93798828125,,,,,24.357261856392213,,,,,,,,,37.08514203025871,,,,,-0.004196400426240032,-0.009679804445535067,,
2014-09-24,4514.919921875,4557.27001953125,4500.1298828125,4555.22021484375,1765260000.0,4552.9640625,4555.8080078125,,,,,33.52345052951188,,,,,,,,,38.51764165086523,,,,,0.010320131577508107,-0.0015277151219074137,,
2014-09-25,4540.81982421875,4546.93017578125,4466.64013671875,4466.75,1939610000.0,4527.62802734375,4543.302001953125,,,,,26.859083574340616,,,,,,,,,42.09352997044628,,,,,-0.019421720722844316,-0.027578556967986168,,
2014-09-26,4476.47998046875,4515.75,4475.47998046875,4512.18994140625,1637480000.0,4514.1080078125,4537.760986328125,,,,,34.10492025090058,,,,,,,,,42.58684925827155,,,,,0.010172931416857933,-0.014760523316498575,,
